short_name,player_positions,overall,potential,age,club_team_id,club_name,league_id,league_name,nationality_id,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,pace,shooting,passing,dribbling,defending,physic,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
R. Pucino,RB,69,69,32,1848,Bari 1908,32,Serie B,27,Italy,Right,3,2,1,High/Medium,73,45,58,65,65,71,14,12,11,12,7,
L. Pavoletti,ST,69,69,34,1842,Cagliari,31,Serie A,27,Italy,Right,3,2,2,Medium/Low,58,68,52,61,38,73,15,6,12,14,9,
C. Woodrow,"ST, LW",69,69,28,1923,Luton Town,13,Premier League,14,England,Right,4,3,1,Medium/Medium,66,71,59,68,30,69,14,16,12,12,15,
N. Murru,"LB, CB",69,69,28,1837,Sampdoria,32,Serie B,27,Italy,Left,3,3,1,Medium/Medium,67,40,60,66,67,66,5,5,5,5,5,
R. Bentancourt,ST,69,69,30,111326,Liverpool,338,Primera Division,60,Uruguay,Right,3,2,1,High/Medium,75,71,54,63,33,68,7,7,13,14,6,
D. ÄokoviÄ‡,"CM, CDM",69,69,33,100761,FCSB,330,Liga 1,10,Croatia,Left,3,2,1,Low/Low,63,65,69,67,66,81,14,10,8,10,6,
J. Willems,LB,69,69,29,100634,Heracles Almelo,10,Eredivisie,34,Netherlands,Left,4,3,2,Medium/Medium,64,64,70,70,67,73,9,14,16,7,10,
JÃºnior Urso,"CDM, CM",69,69,34,112606,Orlando City,39,Major League Soccer,54,Brazil,Right,3,3,1,High/High,64,64,64,70,65,73,9,11,14,9,12,
J. Frick,GK,69,69,30,324,Servette,189,Super League,47,Switzerland,Left,2,1,1,Medium/Medium,,,,,,,70,67,68,64,71,44
J. Lopy,"CDM, CB",69,69,31,1530,Angers SCO,17,Ligue 2,136,Senegal,Right,3,2,1,High/Medium,72,63,61,65,65,80,15,16,12,11,10,
R. Camacho,CB,69,69,32,687,Columbus Crew,39,Major League Soccer,18,France,Right,1,2,1,Medium/High,36,46,62,59,67,80,8,6,6,15,14,
B. Potts,"RWB, RM",69,69,28,1801,Preston North End,14,Championship,14,England,Right,2,3,1,High/High,73,70,66,67,61,77,16,13,13,15,16,
I. Kallon,"RW, LW",69,69,27,112540,Shanghai Port,2012,Super League,138,Sierra Leone,Right,4,3,1,Medium/Medium,86,61,58,73,23,55,13,7,11,7,8,
A. GonzÃ¡lez,"RB, RM, LB",69,69,30,110989,Caracas,2019,Primera Division,61,Venezuela,Right,4,3,1,High/Medium,79,65,62,70,63,78,13,13,7,9,13,
F. Schnellhardt,CM,69,69,29,110502,Darmstadt 98,19,Bundesliga,21,Germany,Left,2,3,1,Medium/Medium,52,64,69,71,59,69,16,11,12,9,14,
A. Yiadom,"RB, RWB, CB",69,69,31,1793,Reading,60,League One,117,Ghana,Right,2,3,1,Medium/Medium,76,52,60,67,64,75,9,8,7,9,9,
Ahn Young Kyu,CB,69,69,33,112258,Gwangju,83,K League 1,167,Korea Republic,Right,3,2,1,Low/High,61,31,41,56,69,76,12,9,6,13,11,
D. Adorni,CB,69,69,30,190,Brescia,32,Serie B,27,Italy,Right,3,2,1,Medium/High,73,44,52,53,71,69,13,15,11,12,7,
M. Dijks,LB,69,69,30,634,Fortuna Sittard,10,Eredivisie,34,Netherlands,Left,3,3,1,Medium/Medium,60,40,64,64,70,80,11,9,12,13,13,
Lee Myung Joo,CM,69,69,33,110765,Incheon United,83,K League 1,167,Korea Republic,Right,3,3,1,High/Medium,69,61,67,69,60,72,15,11,15,9,12,
Z. AlomeroviÄ‡,GK,69,69,32,110745,Jagiellonia BiaÅ‚ystok,66,Ekstraklasa,51,Serbia,Right,2,1,1,Medium/Medium,,,,,,,72,66,62,66,70,37
Y. M'Changama,"CM, CAM",69,69,32,294,Troyes,17,Ligue 2,214,Comoros,Right,4,3,1,High/High,82,68,68,71,63,73,10,15,10,9,11,
H. Bahebri,LW,69,69,30,111674,Al Shabab,350,Pro League,183,Saudi Arabia,Right,5,4,1,High/Low,75,68,65,71,46,68,10,7,12,12,9,
L. Cardozo,"CB, RB",69,69,34,111008,Libertad,337,Primera DivisiÃ³n,58,Paraguay,Right,3,2,1,Medium/Medium,71,35,46,55,70,71,13,12,10,9,14,
C. Rivero,CB,69,69,30,114611,Academia Puerto Cabello,2019,Primera Division,61,Venezuela,Right,3,2,1,Medium/Medium,52,33,50,61,68,73,11,13,10,13,11,
M. Michel,GK,69,69,31,614,Ajaccio,17,Ligue 2,18,France,Right,2,1,1,Medium/Medium,,,,,,,70,67,66,63,72,49
T. DÃ¤hne,GK,69,69,29,576,Holstein Kiel,20,2. Bundesliga,21,Germany,Right,4,1,1,Medium/Medium,,,,,,,73,65,67,63,73,47
R. Pizarro,"CAM, LM, CM",69,69,29,278,AEK Athens,63,Super League,83,Mexico,Right,4,3,2,Medium/Low,75,64,65,72,50,67,15,15,9,9,7,
M. Al Owais,GK,69,69,31,605,Al Hilal,350,Pro League,183,Saudi Arabia,Left,2,1,1,Medium/Medium,,,,,,,77,62,60,64,71,51
Jung Woo Young,"CDM, CB",69,69,33,112883,Al Khaleej,350,Pro League,167,Korea Republic,Right,3,2,1,Low/High,58,57,67,61,65,74,9,6,13,11,11,
B. Dack,"CAM, CM",69,69,29,106,Sunderland,14,Championship,14,England,Right,4,4,1,High/Medium,67,68,69,71,53,71,10,7,15,16,9,
A. Traustason,"CM, LW",69,69,30,702,NorrkÃ¶ping,56,Allsvenskan,24,Iceland,Right,3,3,1,High/High,79,68,67,70,58,74,11,12,15,9,8,
C. Jean,"RM, ST",69,69,27,112893,Inter Miami,39,Major League Soccer,18,France,Right,3,3,1,Medium/Medium,70,67,67,73,31,58,12,7,14,10,15,
R. CenturiÃ³n,"CAM, RM, LM",69,69,30,113044,Barracas Central,353,Liga Profesional,52,Argentina,Right,4,5,1,Medium/Low,76,61,69,74,40,56,7,6,7,11,8,
M. Goicoechea,GK,69,69,35,110998,Danubio,338,Primera Division,60,Uruguay,Right,2,1,1,Medium/Medium,,,,,,,67,69,67,70,68,50
Higinio,ST,69,69,29,1854,Albacete,54,La Liga 2,45,Spain,Right,2,3,1,High/Medium,64,69,59,66,37,58,12,12,11,9,13,
K. MÃ¶hwald,"CM, CAM",69,69,29,2013,AS Eupen,4,Jupiler Pro League,21,Germany,Right,2,3,1,Medium/Medium,43,69,72,69,63,64,15,13,12,10,8,
P. Heise,LB,69,69,32,1832,Karlsruher SC,20,2. Bundesliga,21,Germany,Left,3,3,1,High/Medium,66,62,70,68,62,73,14,14,13,13,13,
H. Tabakovic,ST,69,69,29,166,Hertha BSC,20,2. Bundesliga,47,Switzerland,Right,3,2,1,High/Low,51,69,51,63,29,74,11,16,6,9,9,
J. Bela,"LW, LWB, RWB",69,69,30,1815,Clermont,16,Ligue 1,98,Angola,Right,4,4,1,Medium/Low,87,67,62,71,45,62,8,15,11,11,15,
Lee Ki Je,"LB, LWB",69,69,31,983,Suwon Bluewings,83,K League 1,167,Korea Republic,Left,2,3,1,High/Medium,71,59,68,66,63,71,7,12,6,7,15,
J. Green,"CAM, CM",69,69,28,165,SpVgg Greuther FÃ¼rth,20,2. Bundesliga,95,United States,Right,4,3,1,Medium/Low,74,67,65,73,33,60,14,9,8,10,12,
L. Galeano,CB,69,69,31,111334,Melgar,2020,Primera Division,52,Argentina,Right,3,2,1,Medium/Medium,50,35,58,57,69,73,10,15,8,15,11,
S. Kerk,"CAM, CF, LM",69,69,29,301,Widzew Lodz,66,Ekstraklasa,21,Germany,Left,4,3,1,High/Medium,67,72,73,69,34,62,14,7,7,7,12,
L. Diony,ST,69,69,30,1530,Angers SCO,17,Ligue 2,18,France,Right,3,3,1,Medium/Medium,67,70,63,68,25,71,7,6,8,14,16,
S. Moreira,"CB, RB",69,69,28,687,Columbus Crew,39,Major League Soccer,18,France,Right,2,2,1,Medium/Medium,68,32,65,65,69,72,10,14,9,15,9,
W. Trapp,CDM,69,69,30,111138,Minnesota United,39,Major League Soccer,95,United States,Right,2,3,1,Medium/High,48,50,65,69,64,67,8,11,9,6,10,
W. Burns,"RM, RWB",69,69,28,94,Ipswich Town,14,Championship,50,Wales,Right,3,3,1,High/High,91,62,59,70,53,66,8,13,13,8,9,
C. Ascues,"CB, CDM, CM",69,69,31,113029,CÃ©sar Vallejo,2020,Primera Division,59,Peru,Right,2,2,1,Medium/Medium,56,61,60,67,67,77,12,9,10,14,8,
A. Farrell,CB,69,69,31,691,New England,39,Major League Soccer,95,United States,Right,2,2,1,Medium/Medium,74,47,63,66,67,78,15,16,12,10,15,
T. Casasola,"RM, RWB, RB",69,69,27,570,Ternana,32,Serie B,52,Argentina,Right,3,2,1,High/High,65,57,68,67,68,78,13,13,11,13,11,
T. MartÃ­nez,"CM, CAM, CF",69,69,28,111334,Melgar,2020,Primera Division,52,Argentina,Left,2,3,1,Medium/Low,73,64,69,72,51,54,9,14,15,14,16,
A. Mabil,"LM, RM, LW",69,69,27,322,Grasshopper,189,Super League,195,Australia,Right,3,3,1,Medium/Low,87,64,64,71,34,59,16,12,18,13,12,
JosuÃ© SÃ¡,CB,69,69,31,744,Rio Ave,308,Liga Portugal,38,Portugal,Right,3,2,1,Medium/Medium,45,36,49,64,70,73,16,11,11,13,16,
HernÃ¢ni,"RW, RM, LW",69,69,31,744,Rio Ave,308,Liga Portugal,38,Portugal,Left,2,5,2,Medium/Low,89,64,63,73,29,60,8,11,7,8,6,
L. Depoitre,ST,69,69,34,674,Gent,4,Jupiler Pro League,7,Belgium,Right,2,2,1,High/High,43,69,62,59,45,80,7,16,6,9,12,
J. Une-Larsson,CB,69,69,29,710,DjurgÃ¥rden,56,Allsvenskan,46,Sweden,Right,3,2,1,Medium/High,67,44,54,50,69,74,13,8,12,10,10,
F. Mora,ST,69,69,29,111140,Portland Timbers,39,Major League Soccer,55,Chile,Right,3,3,1,Medium/Low,72,69,54,69,26,59,12,11,11,11,9,
T. Olsen,ST,69,69,32,299,LillestrÃ¸m,41,Eliteserien,36,Norway,Right,3,2,1,High/Medium,74,68,57,63,38,78,6,13,11,9,8,
B. Guillaume,ST,69,69,28,62,Guingamp,17,Ligue 2,7,Belgium,Right,4,3,1,High/Medium,49,69,57,71,31,73,13,10,8,12,7,
D. Holmes,"CAM, CM, RW",69,69,28,1801,Preston North End,14,Championship,95,United States,Right,3,3,1,High/High,76,61,66,74,62,61,8,10,12,10,9,
Y. Gordillo,"CDM, CM",69,69,31,101088,VÃ©lez Sarsfield,353,Liga Profesional,56,Colombia,Right,3,2,1,Medium/High,57,44,61,62,62,82,7,8,16,11,8,
M. Rangel,ST,69,69,32,112965,Central Cordoba SdE,353,Liga Profesional,56,Colombia,Right,3,3,1,High/Low,54,71,59,64,35,73,8,8,8,13,15,
C. Vargas,GK,69,69,33,111722,Deportes Tolima,336,Liga BetPlay,56,Colombia,Right,3,1,1,Medium/Medium,,,,,,,68,65,68,66,70,44
L. Reyes,"CDM, CM",69,69,32,112585,Ã‘ublense,335,Primera Division,55,Chile,Right,3,3,1,Medium/High,54,56,64,65,64,79,14,9,10,15,14,
D. GonzÃ¡lez,CM,69,69,35,1877,Boca Juniors,353,Liga Profesional,52,Argentina,Right,2,3,1,Medium/Medium,54,64,68,68,68,66,16,13,7,12,14,
R. FernÃ¡ndez,"ST, LM",69,69,32,110968,BolÃ­var,2017,Liga De Futbol Prof,55,Chile,Right,3,3,1,High/Medium,61,68,63,65,26,74,7,16,9,8,15,
Ã“. Opazo,"RB, LB",69,69,32,110980,Colo-Colo,335,Primera Division,55,Chile,Right,4,3,1,High/Medium,78,57,64,71,62,71,14,11,9,9,7,
J. Cavallaro,"LM, CAM",69,69,29,110394,Arsenal de Sarandi,353,Liga Profesional,52,Argentina,Right,3,3,1,High/Medium,75,67,65,71,35,64,14,13,13,9,7,
D. PÃ©rez,LB,69,69,34,110093,Independiente,353,Liga Profesional,52,Argentina,Left,3,3,1,Medium/Medium,76,52,60,67,64,71,14,16,11,10,14,
D. Rosero,CB,69,69,29,696,Sporting Kansas City,39,Major League Soccer,56,Colombia,Right,2,2,1,Medium/Medium,63,38,52,57,68,80,16,6,9,8,9,
G. OrtÃ­z,CB,69,69,30,110396,Newell's Old Boys,353,Liga Profesional,52,Argentina,Right,3,2,1,Low/High,63,41,47,48,68,75,13,7,11,7,11,
G. Hachen,"CM, CAM, RM",69,69,32,101097,Audax Italiano,335,Primera Division,52,Argentina,Left,3,3,1,Medium/Medium,80,65,65,73,65,51,7,7,11,10,11,
S. Moyano,GK,69,69,32,111716,UniÃ³n Santa Fe,353,Liga Profesional,52,Argentina,Right,2,1,1,Medium/Medium,,,,,,,68,66,62,70,71,51
A. Donatti,CB,69,69,36,112713,Sarmiento,353,Liga Profesional,52,Argentina,Right,4,2,1,Medium/Medium,40,57,51,47,71,68,13,10,6,15,12,
C. Rius,RM,69,69,34,112689,Platense,353,Liga Profesional,52,Argentina,Right,3,3,1,High/High,72,61,67,70,57,60,16,15,15,10,7,
E. Isnaldo,LM,69,69,29,110969,The Strongest,2017,Liga De Futbol Prof,52,Argentina,Left,3,3,1,High/Medium,75,65,65,73,48,65,10,15,9,9,7,
C. Rigamonti,GK,69,69,36,111328,Palestino,335,Primera Division,52,Argentina,Right,2,1,1,Medium/Medium,,,,,,,69,67,65,68,71,40
C. MenÃ©ndez,ST,69,69,35,111708,AtlÃ©tico TucumÃ¡n,353,Liga Profesional,52,Argentina,Right,2,3,1,High/Medium,65,68,59,68,38,73,14,12,9,13,7,
S. Hogan,ST,69,69,31,88,Birmingham City,14,Championship,25,Republic of Ireland,Right,3,3,1,High/Medium,80,68,54,68,33,63,9,6,12,8,12,
Mansur,"CB, LB, LWB",69,69,30,718,Estrela Amadora,308,Liga Portugal,54,Brazil,Left,4,2,1,Medium/Medium,67,48,59,70,69,77,12,8,15,7,13,
J. GrÃ¸nning,CDM,69,69,32,1443,Viborg,1,Superliga,13,Denmark,Right,3,2,1,Low/High,36,51,56,57,67,77,14,10,12,7,11,
A. Monfray,CB,69,69,32,1805,Grenoble Foot 38,17,Ligue 2,18,France,Right,3,2,1,Medium/High,65,51,59,62,67,82,10,14,15,11,8,
D. Miloc,"CDM, CM",69,69,32,112965,Central Cordoba SdE,353,Liga Profesional,52,Argentina,Right,3,3,1,Medium/High,60,46,60,64,66,76,15,10,10,15,7,
G. Letizia,"RB, RM, LM",69,69,33,112499,FeralpiSalÃ²,32,Serie B,27,Italy,Right,4,3,1,High/High,82,56,61,68,61,68,15,8,9,15,9,
H. Cornick,"ST, RW, RM",69,69,28,1919,Bristol City,14,Championship,14,England,Right,3,3,1,Medium/Medium,85,67,59,70,37,62,10,6,6,9,12,
M. SuÅ¡iÄ‡,RB,69,69,32,100135,APOEL,318,1. Division,8,Bosnia and Herzegovina,Right,2,2,1,Medium/Medium,71,56,61,66,65,71,12,12,9,9,13,
M. GarcÃ­a,"CM, CDM, LM",69,69,31,111022,Belgrano,353,Liga Profesional,52,Argentina,Left,3,3,1,Medium/Medium,71,64,65,71,60,55,12,15,8,14,9,
D. Bejarano,"RWB, RB, CB",69,69,31,110968,BolÃ­var,2017,Liga De Futbol Prof,53,Bolivia,Right,2,3,1,High/Medium,64,46,60,62,67,56,14,12,11,14,12,
G. Di Chiara,"LB, LM, CB",69,69,29,50,Parma,32,Serie B,27,Italy,Left,2,3,1,High/Medium,75,37,60,63,63,75,8,11,11,7,14,
Wu Xi,"CM, CDM",69,69,34,110955,Shanghai Shenhua,2012,Super League,155,China PR,Right,4,3,1,High/High,72,64,69,65,69,78,8,9,10,14,6,
J. Vandeputte,"LM, RM",69,69,27,110908,Catanzaro,32,Serie B,7,Belgium,Right,4,3,1,High/Medium,77,61,65,70,50,62,6,6,8,15,9,
Mica Pinto,LB,69,69,30,1909,Vitesse,10,Eredivisie,31,Luxembourg,Left,3,3,1,Medium/Medium,79,45,65,67,63,65,10,8,9,8,6,
B. Kuipers,LB,69,69,28,100632,Go Ahead Eagles,10,Eredivisie,34,Netherlands,Left,3,2,1,Medium/Medium,69,44,62,66,66,73,10,8,15,14,15,
D. Ndong,"CDM, CB, CM",69,69,29,113037,Al Riyadh,350,Pro League,115,Gabon,Right,3,2,2,Medium/Medium,70,59,64,65,63,81,10,13,16,7,15,
Kim Min Woo,"LWB, LW",69,69,33,116360,Chengdu Rongcheng,2012,Super League,167,Korea Republic,Left,4,3,1,High/High,67,65,68,70,60,71,11,6,14,16,10,
A. Zapata,"RM, CF",69,69,28,110984,Emelec,2018,Liga Pro,56,Colombia,Left,3,3,1,Medium/Medium,77,65,64,73,31,62,10,14,12,6,7,
J. Byrne,RW,69,69,27,306,Shamrock Rovers,65,Premier Division,25,Republic of Ireland,Right,3,3,1,Medium/Low,72,64,70,70,50,67,7,8,12,8,6,
C. Pinares,"CAM, CM",69,69,32,110975,Universidad CatÃ³lica,335,Primera Division,55,Chile,Left,2,3,1,Medium/Medium,70,64,70,73,52,70,7,10,10,15,8,
S. Romero,"CM, RM, CDM",69,69,33,110998,Danubio,338,Primera Division,60,Uruguay,Right,3,2,1,Medium/High,71,65,66,62,68,74,12,10,15,9,14,
E. Cerutti,"RW, LW, RM",69,69,31,1013,San Lorenzo,353,Liga Profesional,52,Argentina,Right,3,4,1,High/Medium,81,62,65,72,34,62,10,12,10,14,8,
S. Fortes,CB,69,69,31,112552,Quevilly Rouen,17,Ligue 2,104,Cape Verde Islands,Right,2,2,1,Low/Medium,34,40,53,49,68,77,11,8,8,15,7,
D. QuiÃ±ones,"RM, LM",69,69,27,101103,Independiente MedellÃ­n,336,Liga BetPlay,56,Colombia,Left,3,3,1,High/Medium,91,61,63,71,46,69,12,10,13,13,13,
SaÃºl,"LB, RWB",69,69,28,456,Racing Santander,54,La Liga 2,45,Spain,Left,3,2,1,High/Medium,66,45,64,66,68,63,7,14,15,15,9,
G. Perea,CB,69,69,31,112744,Deportivo Pereira,336,Liga BetPlay,56,Colombia,Right,3,2,1,Medium/Medium,60,28,49,57,67,77,14,14,10,12,9,
Janio Bikel,"CDM, CM",69,69,28,110776,Gaziantep F.K.,68,Super Lig,119,Guinea Bissau,Right,2,3,1,Low/High,70,43,57,69,67,74,15,10,8,16,13,
S. Adekugbe,LB,69,69,28,101112,Vancouver Whitecaps,39,Major League Soccer,70,Canada,Left,2,2,1,High/Medium,86,50,60,70,61,76,11,13,7,12,9,
B. Celina,"LM, LW, CAM",69,69,26,433,AIK,56,Allsvenskan,219,Kosovo,Right,3,4,1,Medium/Medium,78,64,66,71,25,62,9,15,16,10,8,
G. Campi,CB,69,69,32,1013,San Lorenzo,353,Liga Profesional,52,Argentina,Left,2,3,1,Low/High,39,45,58,58,68,77,14,6,16,8,7,
F. Scaglia,CB,69,69,31,1745,Como,32,Serie B,27,Italy,Right,2,2,1,Low/Medium,55,28,45,52,71,73,14,14,6,7,12,
R. Thomas,"CM, CAM, CDM",69,69,28,1914,PEC Zwolle,10,Eredivisie,198,New Zealand,Right,4,3,1,High/High,71,59,70,73,57,65,10,12,6,8,9,
A. Esiti,CDM,69,69,29,1874,FerencvÃ¡ros,64,NB I.,133,Nigeria,Right,3,2,1,Low/Medium,52,46,57,57,69,81,10,10,9,14,13,
A. Tahiri,"CM, CDM",69,69,28,1913,SC Heerenveen,10,Eredivisie,129,Morocco,Right,3,3,1,Low/Medium,60,60,71,73,55,56,10,14,13,14,10,
F. Onyedinma,"LM, LWB, RWB",69,69,26,1797,Rotherham United,14,Championship,133,Nigeria,Right,3,3,1,Medium/Medium,87,62,62,69,48,68,13,13,6,8,9,
U. ÄurÄ‘eviÄ‡,ST,69,69,29,459,Sporting GijÃ³n,54,La Liga 2,15,Montenegro,Right,2,3,1,High/Medium,80,69,54,67,30,84,11,8,10,13,7,
V. Cabrera,CB,69,69,30,111715,Tigre,353,Liga Profesional,52,Argentina,Right,2,2,1,Medium/High,65,39,57,59,69,72,15,14,15,10,7,
L. Kappel,"RW, LW",69,69,33,131389,Pendikspor,68,Super Lig,92,Suriname,Right,4,3,1,Medium/Medium,82,67,63,71,32,68,15,6,11,11,10,
Y. Cabral,CB,69,69,31,101084,Gimnasia La Plata,353,Liga Profesional,52,Argentina,Right,2,2,1,Medium/Medium,41,29,46,44,69,70,10,7,12,15,9,
NÃºrio Fortuna,"LM, CB, LWB",69,69,28,674,Gent,4,Jupiler Pro League,98,Angola,Left,2,3,1,Medium/Medium,79,63,65,71,69,69,8,7,15,7,8,
Xie Pengfei,"RM, RW",69,69,30,116361,Wuhan Three Towns,2012,Super League,155,China PR,Left,4,3,1,Medium/Medium,81,64,66,67,49,64,14,15,10,15,7,
F. ViÃ¡fara,RB,69,69,31,101104,Santa Fe,336,Liga BetPlay,56,Colombia,Right,3,3,1,Medium/Medium,86,53,62,67,61,50,10,16,7,11,10,
L. Zingerle,GK,69,69,29,112172,RB Leipzig,19,Bundesliga,21,Germany,Right,3,1,1,Medium/Medium,,,,,,,70,66,66,68,71,42
S. Griesbeck,"CB, CDM, CM",69,69,32,110500,Eintracht Braunschweig,20,2. Bundesliga,21,Germany,Right,3,2,1,Medium/Medium,66,47,56,55,69,79,7,12,12,11,13,
Kim Young Bin,"CB, LB",69,69,31,112115,Gangwon,83,K League 1,167,Korea Republic,Right,4,2,1,Low/High,65,28,48,45,68,78,6,12,7,7,10,
H. Fertoli,"LM, RM, CAM",69,69,28,111711,HuracÃ¡n,353,Liga Profesional,52,Argentina,Right,3,3,1,Medium/Medium,76,63,64,71,42,61,7,13,16,12,9,
C. Akolo,"ST, RW",69,69,28,898,St. Gallen,189,Super League,110,Congo DR,Right,3,4,1,High/Medium,87,67,62,76,29,66,11,14,7,10,7,
D. ChurÃ­n,ST,69,69,33,112716,Cerro PorteÃ±o,337,Primera DivisiÃ³n,52,Argentina,Right,4,3,1,High/Low,55,69,50,65,31,68,15,11,15,8,9,
Y. ErdoÄŸan,"RW, LW, LB",69,69,30,101016,Adana Demirspor,68,Super Lig,48,Turkey,Left,4,3,1,Medium/Medium,81,67,66,71,59,64,11,12,13,9,9,
G. Bettini,"RWB, RB",69,69,29,112713,Sarmiento,353,Liga Profesional,52,Argentina,Right,3,2,1,High/Medium,64,42,62,65,64,65,13,16,11,7,12,
H. Arslan,"CM, CDM",69,69,34,101041,Sivasspor,68,Super Lig,48,Turkey,Right,3,3,1,Medium/High,59,69,66,69,69,75,16,11,11,10,14,
Leandrinho,"RW, ST, LW",69,69,28,980,Daejeon Citizen,83,K League 1,54,Brazil,Right,3,3,1,High/Medium,83,63,61,71,29,58,14,10,7,7,12,
Wei Shihao,"LM, LW, ST",69,69,28,116361,Wuhan Three Towns,2012,Super League,155,China PR,Right,3,3,1,High/Low,87,64,62,72,35,63,10,14,13,8,10,
D. LondoÃ±o,LB,69,69,28,101103,Independiente MedellÃ­n,336,Liga BetPlay,56,Colombia,Left,3,2,1,Medium/Medium,70,47,62,61,64,75,13,11,15,15,7,
G. Stewart,"CAM, CF",69,69,33,113300,Mumbai City,2149,Super League,42,Scotland,Left,3,3,1,Medium/Low,65,69,69,70,30,57,12,10,13,9,9,
Y. Bammou,"ST, RM, LM",69,69,31,614,Ajaccio,17,Ligue 2,129,Morocco,Right,3,3,1,High/Medium,66,70,66,68,46,74,10,15,11,7,10,
N. Breitenbruch,"RB, CB, RWB",69,69,27,110394,Arsenal de Sarandi,353,Liga Profesional,52,Argentina,Right,3,2,1,High/High,75,42,58,62,66,76,15,12,7,10,8,
IvÃ¡n Calero,"RB, RM, LB",69,69,28,100851,FC Cartagena,54,La Liga 2,45,Spain,Right,3,2,1,Medium/Medium,78,48,67,69,63,61,10,15,13,9,13,
T. Romanczuk,"CDM, CM",69,69,31,110745,Jagiellonia BiaÅ‚ystok,66,Ekstraklasa,37,Poland,Left,3,2,1,High/High,58,62,62,62,68,78,15,14,12,8,9,
Li Lei,"LB, LWB",69,69,31,111768,Beijing Guoan,2012,Super League,155,China PR,Left,3,3,1,Medium/High,77,44,64,64,65,75,15,8,11,7,8,
Liu Dianzuo,GK,69,69,33,116361,Wuhan Three Towns,2012,Super League,155,China PR,Right,3,1,1,Medium/Medium,,,,,,,67,67,73,69,69,50
T. AntalyalÄ±,"CM, CDM",69,69,28,748,Samsunspor,68,Super Lig,48,Turkey,Right,3,3,1,Medium/High,67,64,67,67,68,73,14,8,11,10,7,
S. Rouiller,CB,69,69,32,324,Servette,189,Super League,47,Switzerland,Right,3,2,1,Low/Medium,52,27,47,50,69,76,15,7,11,11,15,
A. Micai,GK,69,69,29,112168,Cosenza,32,Serie B,27,Italy,Right,3,1,1,Medium/Medium,,,,,,,67,70,64,64,73,47
G. Acampora,"CM, CDM",69,69,29,1848,Bari 1908,32,Serie B,27,Italy,Left,2,3,1,Medium/Medium,69,69,65,70,59,75,13,15,15,13,6,
J. Duque,CDM,69,69,31,101100,AtlÃ©tico Nacional,336,Liga BetPlay,56,Colombia,Right,3,2,1,Medium/High,62,44,60,63,68,73,11,13,8,10,7,
Bruno Gaspar,"RWB, RM, RB",69,69,30,1887,VitÃ³ria SC,308,Liga Portugal,98,Angola,Right,2,3,1,Medium/Medium,76,57,65,70,65,66,9,10,7,8,10,
B. Akintola,"RW, RM, LW",69,69,27,101016,Adana Demirspor,68,Super Lig,133,Nigeria,Right,4,3,1,Medium/Medium,90,62,58,70,40,66,11,7,10,15,16,
F. MuliÄ‡,ST,69,69,28,983,Suwon Bluewings,83,K League 1,51,Serbia,Right,3,3,1,High/Medium,72,70,45,59,31,72,12,8,11,13,7,
Javi MuÃ±oz,"CAM, CDM, CM",69,69,28,472,Las Palmas,53,La Liga,45,Spain,Right,4,3,1,Medium/Medium,69,63,68,70,62,69,6,10,8,7,8,
K. MÃ©ndez,"CAM, LM, RM",69,69,27,101110,PeÃ±arol,338,Primera Division,60,Uruguay,Right,3,4,1,Medium/Low,76,67,68,71,29,52,7,7,10,8,7,
A. RodrÃ­guez,"ST, RM",69,69,30,112744,Deportivo Pereira,336,Liga BetPlay,56,Colombia,Right,3,4,1,Medium/Medium,84,68,61,72,39,73,13,15,14,12,13,
J. GalvÃ¡n,CB,69,69,31,111019,Argentinos Juniors,353,Liga Profesional,52,Argentina,Right,3,2,1,High/High,64,57,63,63,66,81,7,8,7,13,11,
T. Parker,CB,69,69,30,113018,Saint Louis City,39,Major League Soccer,95,United States,Right,3,2,1,Medium/High,68,31,44,51,66,80,6,13,14,9,9,
G. Canto,"CB, LB",69,69,29,112965,Central Cordoba SdE,353,Liga Profesional,52,Argentina,Left,3,2,1,Low/Medium,54,40,52,54,71,70,9,10,11,7,13,
K. Anderson,"LM, CAM",69,69,28,88,Birmingham City,14,Championship,14,England,Right,3,3,1,High/Medium,78,62,64,71,54,55,7,8,12,6,8,
Josep SeÃ±Ã©,"CM, CAM, CDM",69,69,31,110242,Racing Ferrol,54,La Liga 2,45,Spain,Right,4,3,1,Medium/Medium,67,63,69,71,50,66,14,16,7,13,10,
Oh Seung Hoon,GK,69,69,35,2056,Daegu,83,K League 1,167,Korea Republic,Right,3,1,1,Medium/Medium,,,,,,,69,67,62,72,70,45
O. Berg,"CF, CAM, ST",69,69,29,320,MalmÃ¶ FF,56,Allsvenskan,36,Norway,Right,3,3,1,High/High,75,68,64,69,54,77,10,14,13,12,16,
M. Gillesphey,CB,69,69,27,1929,Plymouth Argyle,14,Championship,14,England,Left,3,2,1,Medium/High,53,41,53,57,68,77,15,9,8,10,11,
M. Vera,"CDM, CM",69,69,27,111019,Argentinos Juniors,353,Liga Profesional,52,Argentina,Right,3,2,1,Low/High,67,43,64,63,66,67,8,13,10,14,7,
Ryu Jae Moon,"CDM, CM",69,69,29,1477,Jeonbuk Motors,83,K League 1,167,Korea Republic,Right,3,2,1,Medium/High,67,47,60,63,65,74,10,9,8,11,10,
